,Lead Total After 1984 (ug/L),Cadmium Total (ug/L),Copper Total (ug/L),Nickel Total (ug/L),Chromium Total (ug/L),Copper Filtered (ug/L),Zinc Filtered (ug/L),Lead Filtered After 1984 (ug/L),Zinc Total (ug/L),Chromium Filtered (ug/L),Arsenic Total (ug/L),Nickel Filtered (ug/L),Cadmium Filtered (ug/L),"Iron, Total as Fe (ug/L)",COD as O2 (mg/L),Arsenic Filtered (ug/L),Silver Filtered (ug/L),Silver Total (ug/L),Selenium  Filtered (ug/L),Selenium  Total (ug/L),Nitrogen Kjeldahl Total (mg/L),"Iron, Filtered as Fe (ug/L)",Antimony  Filtered (ug/L),Beryllium Total (ug/L),Antimony  Total (ug/L),"Barium, total as Ba (ug/L)",Thallium Filtered (ug/L),Thallium Total (ug/L),pH,Ammonia (mg/L),Mercury Filtered (ug/L),Mercury Total (ug/L),Nitrogen_Nitrate (mg/L as N) ,Nitrogen_Nitrite (mg/L as N),TSS (mg/L),Turbidity_NTU,Phosphorous Total as P (mg/L),Total_Organic_Carbon_as_Carbon  (mg/L),TDS_mg/L,Conductivity (uS/cm @25ºC),"Alkalinity, total as CaCO3 (mg/L)",Phosphorous Filtered as P (mg/L),Chloride (mg/L),Beryllium Filtered (ug/L),Station_Name,year,date,NAME10
185,<5,<1,27.2,5.6,<5,20.3,183,<5,215,<5,<5,<5,<1,<100,94.8,<5,<1,<1,<5,<5,1.53,<100,<5,<1,<5,31.2,<5,<5,6.44,0.243,<1,<1,0.296,0.036,65,23.8,0.172,5.2,40,75.9,13.8,0.246,3.91,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,1999,1999-03-15,"Los Angeles--Long Beach--Anaheim, CA"
186,<5,<1,39.9,11,<5,39.9,194,<5,232,<5,<5,<5,<1,200,132,<5,<1,<1,<5,<5,1.89,<100,<5,<1,<5,27.7,<5,<5,7.02,0.368,<1,<1,0.415,0.049,46,18.6,0.48,6.9,60,88.2,15.9,0.46,3.11,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,1999,1999-03-20,"Los Angeles--Long Beach--Anaheim, CA"
187,<5,<1,32.9,<5,6.1,19.3,88,<5,206,<5,<5,<5,<1,1810,14.4,<5,<1,<1,<5,<5,0.928,261,<5,<1,<5,66,<5,<5,6.71,<0.1,<1,<1,0.228,0.039,43,24.4,0.19,3.4,56,99.3,21.2,0.17,3.07,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,1999,1999-03-26,"Los Angeles--Long Beach--Anaheim, CA"
188,<5,<1,33.6,<5,<5,26,271,<5,281,<5,<5,<5,<1,140,26.8,<5,<1,<1,<5,<5,1.76,<100,<5,<1,<5,40.3,<5,<5,6.62,<0.1,<1,<1,0.849,<0.1,97,42.2,0.258,6.2,68,108,18.0,0.242,7.58,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,1999,1999-04-07,"Los Angeles--Long Beach--Anaheim, CA"
189,<5,<1,21,<5,<5,13.8,112,<5,134,<5,<5,<5,<1,100,15.5,<5,<1,<1,<5,<5,0.666,<100,<5,<1,<5,13.5,<5,<5,6.13,<0.1,<1,<1,0.16,<0.1,33,13.9,0.143,2.7,22,38.7,10.6,<0.05,<2,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,1999,1999-04-11,"Los Angeles--Long Beach--Anaheim, CA"
190,5.6,2,97.5,10.4,8.9,74.7,519,<5,548,<5,<5,10.3,1.2,530,103.9,<5,<1,<1,<5,<5,11.2,390,<5,<1,<5,46.5,<5,<5,7.13,3.27,<1,<1,2.48,0.359,384,5.27,1.4,30.5,180,275,58.3,0.946,14.8,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,1999,1999-12-31,"Los Angeles--Long Beach--Anaheim, CA"
191,<5,<1,41.4,6.3,<5,34.5,234,<5,263,<5,5.19,<5,<1,600,<5,<5,<1,<1,<5,<5,2.8,160,<5,<1,<5,34.2,<5,<5,7.07,0.137,<1,<1,1.03,0.146,103,51.3,0.58,7.6,70,115,31.0,0.51,4.26,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-01-26,"Los Angeles--Long Beach--Anaheim, CA"
192,<5,<1,61.5,6.6,<5,47.5,305,<5,320,<5,<5,6,<1,530,33.7,<5,<1,<1,<5,<5,2.85,150,<5,<1,<5,20.9,<5,<5,7.03,0.386,<1,<1,1.46,0.228,68,29.7,0.73,11.5,98,151,26.5,0.62,6.28,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-01,"Los Angeles--Long Beach--Anaheim, CA"
193,<5,<1,41.7,8,<5,29.1,234,<5,264,<5,<5,<5,<1,200,43.9,<5,<1,<1,<5,<5,2.12,<100,<5,<1,<5,22.3,<5,<5,7.09,<0.1,<1,<1,0.698,0.11,155,57.3,1.59,11.25,80,124,26.5,0.48,6.17,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-11,"Los Angeles--Long Beach--Anaheim, CA"
194,<5,<1,27.1,<5,<5,12.1,92,<5,120,<5,<5,<5,<1,<100,32.4,<5,<1,<1,<5,<5,0.622,<100,<5,<1,<5,23,<5,<5,6.71,0.116,<1,<1,0.348,0.052,95,37.0,0.22,4.6,44,69.6,15.9,0.18,3.34,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-15,"Los Angeles--Long Beach--Anaheim, CA"
195,<5,<1,28,<5,<5,19.5,130,<5,144,<5,<5,<5,<1,390,22.9,<5,<1,<1,<5,<5,0.826,120,<5,<1,<5,16.8,<5,<5,6.82,0.169,<1,<1,0.515,0.079,54,39.2,0.261,5.7,50,86.1,15.9,<0.05,3.73,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-17,"Los Angeles--Long Beach--Anaheim, CA"
196,<5,<1,29.9,<5,<5,18.9,128,<5,142,<5,<5,<5,<1,310,12.3,<5,<1,<1,<5,<5,1.17,140,<5,<1,<5,<10,<5,<5,6.56,<0.1,<1,<1,0.397,0.091,64,26.5,0.223,8.2,54,84,15.9,0.223,4.32,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-22,"Los Angeles--Long Beach--Anaheim, CA"
197,<5,<1,22.5,<5,<5,12.3,103,<5,112,<5,<5,<5,<1,590,56.2,<5,<1,<1,<5,<5,0.766,320,<5,<1,<5,23,<5,<5,6.74,<0.1,<1,<1,0.309,0.094,64,35.0,0.136,5,40,70.3,15.9,0.111,2.99,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-24,"Los Angeles--Long Beach--Anaheim, CA"
198,<5,<1,35.4,<5,<5,29.4,132,<5,162,<5,<5,<5,<1,460,83.3,<5,<1,<1,<5,<5,0.836,170,<5,<1,<5,32.3,<5,<5,6.73,0.246,<1,<1,0.625,0.061,37,21.8,0.319,12.7,58,103,21.2,0.282,6.21,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-02-29,"Los Angeles--Long Beach--Anaheim, CA"
199,<5,<1,25.7,<5,<5,24.1,152,<5,201,<5,<5,<5,<1,300,<5,<5,<1,<1,<5,<5,1.216,240,<5,<1,<5,15.7,<5,<5,6.12,0.719,<1,<1,1.31,0.113,38,22.8,0.352,11.3,52,91.1,15.9,0.279,5.54,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-03-06,"Los Angeles--Long Beach--Anaheim, CA"
200,<5,<1,18.2,<5,<5,9.2,98,<5,110,<5,<5,<5,<1,470,<5,<5,<1,<1,<5,<5,0.804,230,<5,<1,<5,10.3,<5,<5,6.59,<0.1,<1,<1,0.355,0.058,37,21.5,0.298,6.9,42,72.7,15.9,0.285,5.49,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-03-08,"Los Angeles--Long Beach--Anaheim, CA"
201,<5,2.25,122,40.4,<5,103,1450,<5,1680,<5,5.5,40.4,1.99,<100,376,5.2,<1,<1,<5,<5,9.64,<100,31.4,<1,31.5,42.2,<5,<5,7.16,4.08,<1,<1,3.93,0.189,87,52.0,1.21,132.9,580,888,94.5,1.06,88,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-10-12,"Los Angeles--Long Beach--Anaheim, CA"
202,<5,1.06,59.6,<5,<5,58.6,453,<5,453,<5,<5,<5,1.06,310,84.6,<5,<1,<1,<5,<5,2.26,<100,5.44,<1,5.44,21.4,<5,<5,6.67,2.49,<1,<1,0.935,0.137,158,96.4,1.08,28.1,122,193,31.5,1.07,10.3,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-10-28,"Los Angeles--Long Beach--Anaheim, CA"
203,11.9,1.11,55.8,7.62,5.16,28.5,239,<5,239,<5,<5,5.19,<1,430,71,<5,<1,<1,<5,<5,1.064,120,<5,<1,<5,35,<5,<5,6.93,<0.1,<1,<1,0.569,0.07,95,46.7,0.382,10,62,111,15.8,0.369,13,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2000,2000-10-31,"Los Angeles--Long Beach--Anaheim, CA"
204,38.2,4.69,186,20.7,12.4,58.7,724,<5,856,5.38,<5,16.9,1.38,6540,104,<5,<1,<1,<5,<5,2.52,200,7.67,<1,10.4,95.1,<5,<5,7.14,1.98,<1,<1,0.5,0.2,159,108.0,1.15,26.19,136,211,45.6,1.08,14.5,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-01-04,"Los Angeles--Long Beach--Anaheim, CA"
205,<5,<1,32.2,6.29,<5,32.2,234,<5,234,<5,<5,6.29,<1,910,92.9,<5,<1,<1,<5,<5,2.2,370,<5,<1,<5,16,<5,<5,6.38,0.416,<1,<1,0.684,0.134,171,81.0,0.75,10.18,48,84.8,15.9,0.62,3.84,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-01-17,"Los Angeles--Long Beach--Anaheim, CA"
206,5.25,1.78,50.4,6.06,<5,44,230,<5,262,<5,<5,5.55,1.18,530,118,<5,<1,<1,<5,<5,2.8,380,<5,<1,<5,23.9,<5,<5,6.57,0.915,<1,<1,0.54,0.222,133,62.4,0.75,11.7,66,112.6,21.2,0.63,6.37,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-01-25,"Los Angeles--Long Beach--Anaheim, CA"
207,<5,<1,26,6.57,<5,21.6,120,<5,151,<5,<5,<5,<1,260,5.8,<5,<1,<1,<5,<5,1.41,100,<5,<1,<5,16.7,<5,<5,6.72,0.377,<1,<1,0.33,0.061,80,19.8,0.25,6.1,40,69.1,26.5,0.23,<2,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-01-30,"Los Angeles--Long Beach--Anaheim, CA"
208,<5,<1,35.5,5.03,<5,30.7,225,<5,235,<5,<5,<5,<1,260,47.4,<5,<1,<1,<5,<5,1.8,<100,<5,<1,<5,18.8,<5,<5,6.52,0.46,<1,<1,0.596,0.122,41,12.4,0.48,9.13,74,110.7,21.2,0.45,7.71,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-02-15,"Los Angeles--Long Beach--Anaheim, CA"
209,<5,<1,33.2,<5,<5,28.2,180,<5,190,<5,<5,<5,<1,230,37.9,<5,<1,<1,<5,<5,1.08,190,<5,<1,<5,15.5,<5,<5,7.06,0.215,<1,<1,0.461,0.088,15,24.1,0.495,7.94,48,83.7,21.2,0.467,4.08,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-02-20,"Los Angeles--Long Beach--Anaheim, CA"
210,<5,<1,22.8,<5,<5,16,137,<5,137,<5,<5,<5,<1,240,11.5,<5,<1,<1,<5,<5,0.696,<100,<5,<1,<5,14.5,<5,<5,6.5,<0.1,<1,<1,0.467,0.033,51,18.5,,5.6,48,78.7,21.2,,3.39,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-02-28,"Los Angeles--Long Beach--Anaheim, CA"
211,<5,<1,21,<5,<5,16.4,100,<5,114,<5,<5,<5,<1,260,<5,<5,<1,<1,<5,<5,0.758,110,<5,<1,<5,16.3,<5,<5,6.88,<0.1,<1,<1,0.327,0.043,35,21.8,0.151,4.4,36,61,10.6,0.07,2.27,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-03-07,"Los Angeles--Long Beach--Anaheim, CA"
212,<5,1.38,63.7,14.3,<5,60.8,337.1,<5,337.1,<5,<5,8.06,1.38,426,65,<5,<1,<1,<5,<5,1.296,257,<5,<1,<5,24.7,<5,<5,6.86,<0.1,<1,<1,0.903,0.1126,32,15.5,1.016,14.9,68,106.4,26.5,0.989,9.61,<1,Dominguez_Channel_at_116th_St_and_Isis Ave,2001,2001-04-11,"Los Angeles--Long Beach--Anaheim, CA"
213,<5,<1,28,<5,<5,<5,<50,<5,120,<5,<5,<5,<1,230,<5,<5,<1,<1,<5,<5,0.97,130,<5,<1,<5,<10,<5,<5,8.25,<0.1,<1,<1,0.728,0.08,11,2.4,0.65,11.83,594,965,182.0,0.65,112,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1995,1995-10-31,"Los Angeles--Long Beach--Anaheim, CA"
214,<5,<1,<5,<5,<5,<5,<50,<5,<50,<5,<5,<5,<1,<100,<5,<5,<1,<1,<5,<5,1.97,<100,<5,<1,<5,<10,<5,<5,6.68,0.78,<1,<1,1.876,0.14,25,8.0,0.38,,64,93,10.7,0.21,8.11,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1995,1995-12-12,"Los Angeles--Long Beach--Anaheim, CA"
215,68,<1,81,13,20,<5,175,<5,667,<5,<5,<5,<1,4910,<5,<5,<1,<1,<5,<5,2.06,<100,<5,<1,<5,<10,<5,<5,6.89,0.19,<1,<1,3.074,<0.1,172,22.0,0.14,6.3,50,78,13.4,0.09,7.25,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-01-31,"Los Angeles--Long Beach--Anaheim, CA"
216,30,<1,42,13,13,<5,84,<5,367,<5,<5,<5,<1,5450,<5,<5,<1,<1,<5,<5,0.788,<100,<5,<1,<5,<10,<5,<5,6.83,<0.1,<1,<1,0.513,0.08,172,28.0,0.68,,42,73,12.0,0.05,5.9,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-01-31,"Los Angeles--Long Beach--Anaheim, CA"
217,13,<1,28,<5,<5,<5,418,<5,630,<5,<5,<5,<1,1070,<5,<5,<1,<1,<5,<5,1.63,<100,<5,<1,<5,<10,<5,<5,6.13,0.29,<1,<1,0.12,0.12,36,17.0,0.14,9.55,42,74,16.1,0.14,5.2,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-02-03,"Los Angeles--Long Beach--Anaheim, CA"
218,<5,<1,34,<5,<5,<5,197,<5,249,<5,<5,<5,<1,290,,<5,<1,<1,<5,<5,0.68,<100,<5,<1,<5,<10,<5,<5,6.89,0.31,<1,4,0.649,0.15,94,12.0,0.15,5.1,42,67.3,11.8,0.11,6.48,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-02-19,"Los Angeles--Long Beach--Anaheim, CA"
219,<5,<1,61,<5,<5,<5,<50,<5,50,<5,<5,<5,<1,340,<5,<5,<1,<1,<5,<5,1.06,<100,<5,<1,<5,<10,<5,<5,8.24,<0.1,<1,<1,0.02,<0.1,<2,2.0,0.58,,1430,1945,170.0,0.49,93.2,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-06-18,"Los Angeles--Long Beach--Anaheim, CA"
220,48,<1,60,21,12,12,590,<5,1010,<5,<5,<5,<1,3930,89.8,<5,<1,<1,<5,<5,2.2,<100,<5,<1,<5,<10,<5,<5,6.63,0.313,<1,<1,1.29,0.05,127,10.9,0.793,17.05,92,136,12.84,0.319,11.7,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-10-30,"Los Angeles--Long Beach--Anaheim, CA"
221,13,<1,24,<5,<5,10,300,<5,350,<5,<5,<5,<1,1400,133,<5,<1,<1,<5,<5,2.72,140,<5,<1,<5,<10,<5,<5,6.61,0.468,<1,0.8,0.481,0.048,107,25.0,0.585,12.2,76,94.6,17.1,0.242,6.57,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-11-21,"Los Angeles--Long Beach--Anaheim, CA"
222,19,<1,51,16,<5,24,450,3,580,<5,<5,6,<1,1100,201.3,<5,<1,<1,<5,<5,5.75,<100,<5,<1,<5,<10,<5,<5,7.23,2.26,<1,<1,1.86,0.206,57,24.0,,33.1,138,210,32.1,,17.5,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-12-05,"Los Angeles--Long Beach--Anaheim, CA"
223,14,<1,13,7,5,<5,250,<5,250,<5,<5,<5,<1,410,108.5,<5,<1,<1,<5,<5,1.81,<100,<5,<1,<5,23,<5,<5,6.54,0.368,<1,<1,0.348,0.042,86,24.0,0.38,5.6,38,60,16.1,0.07,5.45,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-12-09,"Los Angeles--Long Beach--Anaheim, CA"
224,9,1,990,9,2,16,630,<5,760,<5,2,5,<1,700,81.6,1,<1,<1,<5,<5,5.08,120,<5,<1,<5,10,<5,<5,6.89,3.24,<1,<1,1.2,0.171,155,46.0,1.1,7.4,202,325,38.52,0.59,43.3,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-12-21,"Los Angeles--Long Beach--Anaheim, CA"
225,6,<1,19,3,4,2,220,<5,860,<5,<5,<5,<1,600,57.9,<5,<1,<1,<5,<5,1.82,150,<5,<1,<5,<10,<5,<5,6.53,0.275,<1,<1,0.572,0.058,129,37.0,0.41,5.14,50,78,18.2,0.14,5.62,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1996,1996-12-27,"Los Angeles--Long Beach--Anaheim, CA"
226,5.9,<1,9,3.8,3,6,10,<5,200,1.7,<5,<5,<1,270,70.73,<5,<1,<1,<5,1.3,1.846,<100,<5,<1,<5,<10,<5,<5,6.81,0.235,<1,<1,0.427,0.046,119,29.0,0.324,2.52,46,70,12.8,0.071,5.59,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1997,1997-01-12,"Los Angeles--Long Beach--Anaheim, CA"
227,9.5,<1,15,4.4,3.4,3.6,<50,<5,204,1.6,<5,1.3,<1,658,50.98,<5,<1,<1,<5,<5,1.78,<100,<5,<1,<5,41,<5,<5,7.03,0.39,<1,<1,0.499,0.108,71,25.0,0.45,8.09,110,183,23.5,0.23,25.8,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1997,1997-01-22,"Los Angeles--Long Beach--Anaheim, CA"
228,7.89,<1,34,7.4,4.1,16,<50,<5,300,1.4,2,1.5,<1,1720,147,<5,<1,<1,<5,<5,5.18,<100,<5,<1,<5,86.6,<5,<5,6.93,1.33,<1,<1,3.051,0.21,1160,140.0,1.22,24.21,150,229,38.5,0.44,16.6,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1997,1997-02-10,"Los Angeles--Long Beach--Anaheim, CA"
229,<5,<1,40,<5,<5,36,760,<5,780,<5,<5,<5,<1,19200,85,<5,<1,<1,<5,<5,4.18,5000,<5,<1,<5,91.6,<5,<5,6.59,0.955,<1,<1,0.808,0.098,309,72.4,0.41,9.6,62,98,15.4,0.34,9.06,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1997,1997-11-13,"Los Angeles--Long Beach--Anaheim, CA"
230,25,1,35,6,9,27,420,24,440,<5,5,6,<1,3300,40.8,<5,<1,<1,<5,<5,1.58,1310,<5,<1,<5,47,<5,<5,6.57,0.535,<1,<1,0.334,0.037,97,50.0,0.34,5.6,48,82,13.2,0.34,7.29,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1997,1997-12-05,"Los Angeles--Long Beach--Anaheim, CA"
231,30,<1,43,7,7.4,32,467,30,476,5,<5,6.2,<1,4880,120,<5,<1,<1,<5,<5,1.41,580,<5,<1,<5,64,<5,<5,6.45,0.397,<1,<1,,<0.1,231,78.0,0.32,3.9,44,76,13.2,0.25,6.5,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1997,1997-12-18,"Los Angeles--Long Beach--Anaheim, CA"
232,7.4,<1,13.8,10.5,<5,13.8,354,<5,386,<5,<5,<5,<1,105,64.88,<5,<1,<1,<5,<5,1.42,<100,<5,<1,<5,<10,<5,<5,5.9,0.115,<1,<1,<0.1,<0.1,106,27.0,0.22,9.401,68,119,14.3,0.16,13.2,,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-03-25,"Los Angeles--Long Beach--Anaheim, CA"
233,<5,<1,21,<5,<5,21,269,<5,288,<5,<5,<5,<1,480,171.32,<5,<1,<1,<5,<5,7.76,234,<5,<1,<5,20,<5,<5,6.98,0.277,<1,<1,0.587,0.083,449,54.1,0.32,16,122,193,22.0,0.3,27.4,,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-04-11,"Los Angeles--Long Beach--Anaheim, CA"
234,8.5,<1,35.9,6.2,<5,20.3,180,<5,290,<5,<5,<5,<1,2200,47.6,<5,<1,<1,<5,<5,1.61,<100,<5,<1,<5,46.1,<5,<5,6.56,0.238,<1,<1,<0.1,<0.1,,26.6,0.27,10.64,72,118,19.8,0.19,7.35,,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-05-02,"Los Angeles--Long Beach--Anaheim, CA"
235,<5,<1,27.3,6,<5,9,504,<5,552,<5,<5,<5,<1,540,82.7,<5,<1,<1,<5,<5,2.84,<100,<5,<1,<5,23.9,<5,<5,6.81,0.57,<1,<1,1.07,0.077,296,82.2,0.6,16.46,102,160,23.3,0.48,12.8,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-11-08,"Los Angeles--Long Beach--Anaheim, CA"
236,40.2,<1,57.6,15.4,15.8,16.9,951,<5,1060,<5,<5,5.4,<1,5940,<5,<5,<1,<1,<5,10.6,6.6,939,<5,<1,<5,152,<5,<5,6.86,0.676,<1,<1,0.912,0.101,211,100.0,0.36,22.28,96,149,21.2,0.33,14.2,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-11-28,"Los Angeles--Long Beach--Anaheim, CA"
237,5.1,<1,21,6.7,5.8,16.8,303,<5,376,<5,<5,6.2,<1,571,213,<5,<1,<1,<5,<5,4.16,434,<5,<1,<5,40.1,<5,<5,7.1,0.555,<1,<1,0.522,<0.1,216,100.0,<0.05,22.5,72,114,22.3,<0.05,6.86,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-12-01,"Los Angeles--Long Beach--Anaheim, CA"
238,<5,<1,13.8,5.6,<5,7.1,169,<5,224,<5,<5,<5,<1,655,85.4,<5,<1,<1,<5,10.6,3.8,145,<5,<1,<5,<10,<5,<5,6.91,0.389,<1,<1,0.305,0.047,189,86.6,0.22,7.4,88,140,24.4,0.17,11.6,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1998,1998-12-06,"Los Angeles--Long Beach--Anaheim, CA"
239,<5,<1,34,<5,<5,32.5,423,<5,434,<5,<5,<5,<1,346,99.3,<5,<1,<1,<5,<5,6.02,118,<5,<1,<5,22.5,<5,<5,7.34,0.955,<1,<1,1.31,0.223,223,96.6,0.79,19.2,202,319,56.2,0.73,29.7,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-01-20,"Los Angeles--Long Beach--Anaheim, CA"
240,<5,<1,19.2,6.3,<5,15.4,231,<5,366,<5,<5,<5,<1,496,42.1,<5,<1,<1,<5,<5,3.06,<100,<5,<1,<5,53.3,<5,<5,7.97,0.106,<1,<1,0.546,0.0697,82,46.4,0.21,8.7,78,126,21.2,0.21,9.25,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-01-31,"Los Angeles--Long Beach--Anaheim, CA"
241,<5,<1,16.6,<5,<5,10.5,314,<5,327,<5,<5,<5,<1,418,22,<5,<1,<1,<5,<5,3.34,<100,<5,<1,<5,32.4,<5,<5,6.88,0.216,<1,<1,0.634,0.09,223,103.0,0.14,,86,136,25.4,0.11,10.1,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-02-06,"Los Angeles--Long Beach--Anaheim, CA"
242,10.9,<1,22.1,7.3,<5,7.9,277,<5,360,<5,<5,6.3,<1,1110,24.9,<5,<1,<1,<5,<5,2.82,<100,<5,<1,<5,35.8,<5,<5,7.12,0.252,<1,<1,0.336,0.057,290,159.0,0.13,,94,151,33.9,0.12,10.1,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-02-09,"Los Angeles--Long Beach--Anaheim, CA"
243,<5,<1,23.8,<5,<5,8.3,<50,<5,79,<5,6.68,<5,<1,<100,49.3,<5,<1,<1,<5,<5,2.92,<100,<5,<1,<5,57.1,<5,<5,8.32,0.229,<1,<1,2.46,0.137,30,19.3,0.61,11.95,438,691,164.0,0.577,45.4,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-03-08,"Los Angeles--Long Beach--Anaheim, CA"
244,<5,<1,17.8,<5,<5,12.3,323,<5,352,<5,<5,<5,<1,185,119,<5,<1,<1,<5,<5,2.78,104,<5,<1,<5,28.7,<5,<5,6.57,0.452,<1,<1,0.359,0.052,124,63.3,0.076,9.8,54,95.6,15.9,0.065,6.12,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-03-15,"Los Angeles--Long Beach--Anaheim, CA"
245,<5,<1,16.3,7.5,<5,14.4,434,<5,462,<5,<5,<5,<1,252,145,<5,<1,<1,<5,<5,2.98,<100,<5,<1,<5,20.8,<5,<5,6.79,0.656,<1,<1,0.476,0.058,62,30.9,0.19,9.9,80,128.1,19.1,0.16,8.6,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-03-20,"Los Angeles--Long Beach--Anaheim, CA"
246,12.7,<1,18,<5,9.3,11,303,<5,465,<5,<5,<5,<1,262,18.2,<5,<1,<1,<5,<5,1.34,206,<5,<1,<5,82.7,<5,<5,6.53,<0.1,<1,<1,0.237,0.048,38,24.0,0.11,4.4,46,83.3,15.9,0.09,4.43,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-03-26,"Los Angeles--Long Beach--Anaheim, CA"
247,<5,<1,11,<5,<5,8,307,<5,326,<5,<5,<5,<1,124,31.7,<5,<1,<1,<5,<5,1.67,<100,<5,<1,<5,34.8,<5,<5,6.73,<0.1,<1,<1,0.705,<0.1,125,54.8,0.128,12.7,80,128,22.3,0.101,9.75,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-04-07,"Los Angeles--Long Beach--Anaheim, CA"
248,<5,<1,9.2,<5,<5,<5,151,<5,194,<5,<5,<5,<1,239,16.6,<5,<1,<1,<5,<5,0.66,<100,<5,<1,<5,13.6,<5,<5,6.16,<0.1,<1,<1,0.129,<0.1,16,57.0,<0.05,3.1,36,59.7,10.6,<0.05,3.63,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-04-11,"Los Angeles--Long Beach--Anaheim, CA"
249,33.7,1.5,85.1,80.4,16.4,29.6,2320,<5,3720,8.7,<5,17.9,<1,4030,214.5,<5,<1,<1,<5,<5,8.46,350,<5,<1,<5,124,<5,<5,7.43,2.92,<1,<1,6.91,0.125,411,104.0,0.705,45.62,260,373,55.1,0.288,31.1,<1,Project_1202_at_Wilmington_Ave_and_220th_St,1999,1999-11-08,"Los Angeles--Long Beach--Anaheim, CA"
250,7.9,<1,39.7,20.1,<5,39.7,1128,<5,1212,<5,<5,15.6,<1,660,140,<5,<1,<1,<5,<5,8.38,450,<5,<1,<5,57.4,<5,<5,7.07,3.48,<1,<1,2.28,0.222,596,66.4,1.16,39,170,260,45.6,0.401,20.9,<1,Project_1202_at_Wilmington_Ave_and_220th_St,2000,2000-01-05,"Los Angeles--Long Beach--Anaheim, CA"
