,Temperature_C,pH,Cadmium Total (ug/L),Oil and Grease Total (mg/L),Arsenic Total (ug/L),Fecal Coliform (colonies/100 mL),Lead Total After 1984 (ug/L),Chromium Total (ug/L),Fecal Streptococcus (colonies/100 mL),Phosphorous Filtered as P (mg/L),N02+NO3 (mg/L as N),Nitrogen Kjeldahl Total (mg/L),Zinc Total (ug/L),COD as O2 (mg/L),Copper Total (ug/L),Phosphorous Total as P (mg/L),TSS (mg/L),TDS_mg/L,BOD5 as O2 (mg/L),Station_Name,year,date,NAME10
135,17.5,7.7,<1,1,<1,10000,8,2,22000,0.075,0.811,2,40,63,11,0.198,44,451,,Mountain_Creek_DH902,1997,1997-10-21,"Dallas--Fort Worth--Arlington, TX"
136,12.5,7.5,<1,1,<1,2600,5,0.5,19000,0.064,0.449,0.98,20,34,6,0.086,13,513,4.4,Mountain_Creek_DH902,1997,1997-12-02,"Dallas--Fort Worth--Arlington, TX"
137,18.4,7.6,<1,2,1,61000,12,4,300000,0.028,0.504,2.2,80,74,10,0.246,138,634,14,Mountain_Creek_DH902,1998,1998-03-30,"Dallas--Fort Worth--Arlington, TX"
138,22.6,7.7,3,4,8,160000,450,50,160000,0.15,1.98,5.8,840,40,85,1.69,336,168,9.6,Mountain_Creek_DH902,1998,1998-10-02,"Dallas--Fort Worth--Arlington, TX"
139,19.6,7.7,<1,2,3,20000,25,4,58000,0.066,1.3,2.1,60,20,9,0.394,290,448,4,Mountain_Creek_DH902,1998,1998-11-01,"Dallas--Fort Worth--Arlington, TX"
140,16.5,7.6,<1,<1,8,14000,82,14,140000,0.054,0.423,2.9,240,11,26,1.47,448,252,6,Mountain_Creek_DH902,1998,1998-11-29,"Dallas--Fort Worth--Arlington, TX"
141,16.0,7.7,<0.5,4,<3,700,7,2,6461,<0.03,0.23,3,46,16,12,1,50,932,7.7,Mountain_Creek_DH902,1999,1999-03-18,"Dallas--Fort Worth--Arlington, TX"
142,17.5,7.9,2,383,<10,7200,175,25,21000,0.11,0.34,8.8,570,18.7,35,0.06,496,144,8,Mountain_Creek_DH902,1999,1999-12-09,"Dallas--Fort Worth--Arlington, TX"
143,19.5,8.4,3,155,10,150000,61,30,520000,0.03,0.41,3.55,332,54,29,2.29,1114,149,6.6,Mountain_Creek_DH902,2000,2000-10-29,"Dallas--Fort Worth--Arlington, TX"
144,6.0,8.3,<2,26,<10,900,8,8,29000,<0.02,0.3,<0.2,30,21,6,<0.02,14,1980,4,Mountain_Creek_DH902,2001,2001-01-27,"Dallas--Fort Worth--Arlington, TX"
145,14.0,8.8,<2,176,<20,33,<4,<2,800,<0.02,0.15,<0.2,35,35,8,0.32,152,530,6.2,Mountain_Creek_DH902,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
146,8.5,7.4,<1,3,2,14000,23,5,15000,0.08,0.224,0.99,100,46,14,0.209,78,108,3.3,Bachman_Branch_DH901,1998,1998-01-11,"Dallas--Fort Worth--Arlington, TX"
147,17.0,7.3,<0.5,2,<3,15666,20,7.2,51000,0.04,0.73,3.1,199,93,28.7,0.22,143,114,8.8,Bachman_Branch_DH901,1999,1999-04-14,"Dallas--Fort Worth--Arlington, TX"
148,18.0,8.4,<1,69,<10,97000,30,15,50000,0.21,1.1,2.3,400,40.9,15,0.48,209,178,8.7,Bachman_Branch_DH901,1999,1999-12-04,"Dallas--Fort Worth--Arlington, TX"
149,16.0,7.26,<2,<1,<20,370000,5,5,83000,0.04,3.4,5.24,60,79.5,26,0.03,45,380,,Bachman_Branch_DH901,2000,2000-10-06,"Dallas--Fort Worth--Arlington, TX"
150,13.5,7.6,<2,12,<20,32000,20,8,20000,0.02,1.15,<0.28,140,22,23,0.12,134,147,,Bachman_Branch_DH901,2000,2000-11-12,"Dallas--Fort Worth--Arlington, TX"
151,13.3,7.66,<2,94,<20,410,<4,2,3500,<0.02,1.46,2.1,109,73,20,0.25,68,378,11,Bachman_Branch_DH901,2001,2001-03-08,"Dallas--Fort Worth--Arlington, TX"
152,16.0,8.4,<1,<1,2,1000,6,4,18000,0.17,0.28,0.7,40,34,8,0.2,74,58,5.3,Clear_FK_Trin_R_TRI_STG1,1992,1992-02-22,"Dallas--Fort Worth--Arlington, TX"
153,17.5,8.7,<1,2,3,150,5,4,46000,0.54,0.37,1.7,30,40,4,0.69,74,36,7.4,Clear_FK_Trin_R_TRI_STG1,1992,1992-03-09,"Dallas--Fort Worth--Arlington, TX"
154,15.0,7.5,<1,<1,2,2500,4,3,17000,0.23,0.88,1.6,50,54,11,0.29,51,60,8.2,Clear_FK_Trin_R_TRI_STG1,1992,1992-04-05,"Dallas--Fort Worth--Arlington, TX"
155,22.0,8.6,<1,<1,1,200000,11,5,330000,0.13,0.51,0.7,70,72,16,0.17,219,70,8.1,Clear_FK_Trin_R_TRI_STG1,1992,1992-04-28,"Dallas--Fort Worth--Arlington, TX"
156,25.0,9.6,<1,<1,5,80000,4,3,250000,0.18,0.71,0.8,40,36,7,0.18,134,58,4.1,Clear_FK_Trin_R_TRI_STG1,1992,1992-06-06,"Dallas--Fort Worth--Arlington, TX"
157,24.0,8.2,<1,<1,1,11000,2,2,20000,0.17,0.63,1,30,43,5,0.23,44,73,8.9,Clear_FK_Trin_R_TRI_STG1,1992,1992-06-21,"Dallas--Fort Worth--Arlington, TX"
158,29.0,7.8,<1,<1,11,63000,4,<1,93000,0.22,0.81,0.8,50,45,5,0.29,32,74,6.7,Clear_FK_Trin_R_TRI_STG1,1992,1992-08-12,"Dallas--Fort Worth--Arlington, TX"
